No.,Depth,Distance,Speed,Density,Shear wave velocity of soil,Z-vibration,Vibration level for 1Hz,1.25,1.6,2,2.5,3.15,4,5,6.3,8,10,12.5,16,20,25,31.5,40,50,63,80
18,15,40,30,1800,250,49.09899359,9.470183,12.532824,14.413113,14.598012,16.206615,17.845079,25.309913,29.021592,23.663419,28.524163,31.031245,32.400176,34.315282,41.684556,45.911623,42.929885,54.828032,55.216748,49.911874,50.085809
19,24,85,45,1900,250,43.13077987,-11.1962,-8.058722,-6.038812,-5.645679,-3.835419,-1.971079,1.131165,13.462694,23.891308,25.785156,28.943694,27.539843,33.313235,40.167646,43.115537,42.301558,42.311573,45.182823,44.840396,41.6295
20,21,90,75,2000,350,52.68384497,-11.316052,-8.324637,-6.588022,-6.629211,-5.402176,-4.368598,-2.307222,1.659409,26.808457,33.410903,36.093526,36.547125,39.164782,41.734375,51.682737,58.547924,47.829976,44.342691,41.473545,30.755214
21,21,30,60,2000,300,53.7455894,-4.825416,-3.016672,-0.119117,-0.554414,3.63933,4.080613,5.9274,13.793113,32.237403,34.19836,32.336602,33.41224,43.396942,44.204951,50.76646,57.023343,52.739047,54.261612,59.899271,61.137037
22,15,70,60,1900,300,52.3890175,-4.81483,-1.648224,0.382089,0.817487,2.682065,4.712653,7.984882,12.062538,26.808738,38.089414,38.628147,37.73226,40.808418,44.528955,51.841642,56.782205,50.350825,43.931292,49.822939,49.469732
23,24,80,45,1900,300,42.44145418,-30.052761,-25.650601,-21.848742,-19.861664,-16.667053,-13.48742,-9.304479,-4.549191,19.372045,25.926313,30.249394,26.904796,32.405242,38.26926,42.849847,41.546838,40.696431,44.255599,45.426683,44.230889
24,21,45,30,2000,350,42.11946952,-25.816869,-22.773335,-20.971821,-20.051836,-18.372918,-15.581419,-11.813798,-3.753028,16.082101,21.173366,22.603941,29.205343,31.414878,37.012571,37.039262,34.102245,42.831736,48.139563,50.216785,48.260376
25,15,15,60,1800,200,61.91512248,-2.569996,7.693871,6.731722,10.176625,14.572611,18.337569,25.101141,34.689997,31.836824,36.791063,33.707801,35.341088,43.718653,56.276729,57.780688,63.043889,64.309833,62.353979,70.114692,69.014169
26,21,80,30,2000,350,35.97569399,-6.203227,-3.184817,-1.408285,-1.384127,-0.096899,0.943164,2.556014,3.582008,13.582976,22.138468,23.276672,24.151454,25.200309,31.529678,33.369035,33.825332,37.155446,41.775018,35.299285,34.975696
27,15,55,60,2000,250,54.45414509,6.639379,9.649942,11.372413,11.324575,12.469389,13.243656,14.023198,23.054358,33.012952,40.59831,40.318478,40.231041,44.274409,48.610726,51.289005,58.462936,54.304181,52.800666,54.404379,50.051312
28,24,50,30,1800,350,39.91260552,-4.136019,-1.11927,0.637341,0.66843,1.944057,3.012502,4.628823,4.871376,15.968472,19.528998,22.286517,29.123152,30.221373,37.998009,35.595936,35.240512,42.125308,43.873227,44.068128,40.034687
29,24,75,75,2000,350,52.94631287,1.54667,4.581013,6.39669,6.466106,7.838052,9.00636,10.830722,12.133692,27.205251,33.035576,37.099219,38.070787,39.568037,45.105693,52.664753,57.703209,52.299704,47.452697,40.274768,33.57483
30,15,70,60,1800,200,55.82444828,5.382514,8.441967,10.35574,10.575627,12.256463,13.962163,19.009665,33.43968,32.788614,38.306124,38.289172,39.455102,45.471611,51.755177,57.61446,57.225233,52.435888,53.980842,50.426163,46.171021
31,21,100,45,1700,200,44.8706361,-9.351395,-6.048774,-3.677452,-2.749027,-0.079925,3.493476,20.066979,25.313072,24.682438,19.641115,29.676829,28.30112,36.173415,42.68144,43.365914,43.681862,47.867587,44.152302,43.145471,44.796786
32,24,70,75,1900,200,61.56510736,-9.218623,-7.634518,-6.42226,3.964825,28.069309,32.434632,31.611502,32.516191,29.241926,35.548848,42.420061,51.431544,48.940852,55.102013,64.006343,64.102561,54.996912,46.581144,34.684534,30.773428
33,21,40,30,1800,200,50.24700732,11.060573,14.205124,16.445214,17.543863,20.550909,19.406371,23.934545,27.924361,26.970994,28.401619,28.455327,33.454224,37.92861,43.557865,45.119473,48.400243,54.500111,57.805059,50.350131,41.825102
34,24,55,75,1800,250,58.12758313,7.590221,10.642965,12.413795,12.678456,14.086554,15.574883,25.127619,35.907115,27.815396,36.140969,41.109081,48.400554,44.866662,48.23761,59.510143,61.433271,57.251007,52.190489,43.700977,36.551379
35,21,60,60,1700,250,51.04937659,-2.487503,0.656863,2.652084,3.057192,4.858511,6.947484,10.711496,25.251357,30.407689,36.93274,35.438351,38.904386,44.041267,43.785395,49.237667,53.800565,50.019285,51.161457,52.04248,48.749103
36,15,55,75,1800,350,57.19977177,1.559367,4.638976,6.572246,6.787772,8.400526,9.986596,12.5734,15.500088,30.219075,35.798714,42.009925,44.223219,44.863533,48.644931,57.362457,61.438877,57.498353,48.773443,49.176135,43.503855
37,21,60,75,1700,200,63.41719776,13.672105,16.826051,19.058339,19.993193,29.396466,32.390269,33.370072,37.720335,34.434654,38.648478,41.921301,50.260584,49.496589,57.944016,65.806956,65.89155,60.0991,56.813237,47.260415,31.5592
38,18,40,75,1900,250,60.95576829,8.395655,11.423632,13.512815,13.233884,15.105055,17.095886,28.02756,37.816087,31.901977,38.111504,43.201958,46.592258,47.027779,52.752309,58.862577,65.246048,63.520462,61.326986,54.505671,51.241742
39,24,55,60,1800,300,50.70141783,-0.522918,2.5084,4.429877,4.605305,6.263539,7.696596,10.205737,13.671312,28.933645,34.485349,34.785425,37.896694,41.483809,47.654925,48.029783,53.891546,48.435083,48.155325,51.519986,48.251677
40,24,90,30,2000,250,39.93007082,-10.670648,-7.452765,-5.21965,-4.4089,-1.712718,2.38149,15.229446,23.881457,20.060686,23.214074,22.200953,26.504075,27.658224,37.942108,37.657561,37.650475,43.272964,42.862031,32.127902,24.303567
41,18,80,75,1700,300,56.45710964,9.905429,12.936226,14.738163,14.811506,16.169805,17.34246,19.295103,26.605365,31.953195,35.978644,37.413313,39.894013,42.363033,47.063138,59.863544,58.731367,50.676334,45.50566,43.14258,32.563406
42,24,50,45,1900,200,48.25137132,-4.984756,-2.048899,-0.287482,-0.786495,0.362824,2.593226,22.090325,26.020101,23.450251,30.018981,35.295459,37.356743,38.118679,42.806847,47.816947,46.153952,50.074327,51.442815,49.948554,47.940311
43,15,50,30,1800,250,46.01795695,-17.547117,-13.013843,-8.826946,-6.075918,-1.484816,4.148434,20.411751,27.457226,24.872811,28.194396,28.563699,31.866168,32.641399,40.552228,44.072525,40.26573,47.569176,53.60286,47.787607,45.00118
44,18,30,60,1800,350,63.2732731,19.099247,22.743965,24.641345,26.958174,34.722812,31.383725,27.931825,34.145966,35.030391,44.134598,43.769702,48.975592,52.984969,58.572683,61.614566,67.027258,63.231844,60.414645,64.78066,55.206074
45,24,35,60,1800,350,59.57567361,11.756358,15.606323,17.305771,19.97211,32.585738,25.699109,24.164135,35.452636,37.725324,40.990674,39.226739,47.987205,51.467476,56.278389,59.252386,62.389119,57.34209,50.900623,45.722592,40.950636
46,24,5,60,1900,250,53.89691066,-0.362776,-4.159838,4.367178,3.83103,11.634239,9.140705,8.923902,32.474568,32.7538,35.95355,37.911059,38.160353,45.140492,41.377599,53.533508,56.95667,51.919379,53.778385,58.515834,55.23456
47,21,50,60,1800,200,56.28290231,6.298854,9.391124,11.169594,11.318645,12.565008,14.279612,21.325706,31.749988,29.402269,39.000068,41.214081,44.613127,45.474638,46.751816,54.774854,58.103222,60.397338,56.329457,55.835712,54.427355
48,18,5,45,2000,250,54.86156299,8.018321,11.330564,12.52913,14.344702,14.248608,14.176513,21.897695,29.033429,30.381029,31.429065,35.456139,36.702752,40.913567,43.137368,52.212351,50.75533,49.393743,58.743002,64.272158,66.01662
49,18,45,60,1700,200,56.27241415,12.458925,15.515214,17.284306,17.368401,18.569642,19.880375,23.208138,33.124127,32.888364,39.762956,42.129328,44.285069,46.993588,49.66778,54.976608,57.631301,58.030571,57.495332,58.309236,55.585263
50,18,35,60,1900,300,54.60403272,-3.644688,-1.035573,1.230902,1.16045,4.001417,5.204627,7.564621,13.344744,31.953844,36.815444,36.543082,37.864695,44.206631,46.821056,50.858317,58.734393,53.690434,53.247678,59.247831,60.106993
51,15,65,75,1700,250,62.07992577,12.405461,15.446442,17.291907,17.383155,18.83856,20.243869,24.133704,38.120529,34.420497,38.103048,40.170489,44.834973,48.164658,51.3525,65.600948,64.421127,57.063783,50.896052,47.33532,40.180237
52,24,40,75,1900,300,55.86754836,7.334427,10.390821,11.962456,12.413225,13.501749,14.352484,15.922649,30.547916,30.507567,31.183763,39.88602,43.995737,47.728822,45.973164,56.586806,59.273821,55.050741,52.117724,45.312627,40.054061
53,15,35,60,2000,250,58.29880695,11.130557,14.222248,15.952219,16.053225,17.136091,18.413711,20.412487,28.501636,32.991012,39.990737,40.769511,43.157365,47.451743,50.444918,56.970314,61.650986,55.499276,59.276678,63.314608,61.547923
54,24,15,75,1900,200,65.93454126,4.442522,8.48022,20.384944,24.512066,34.031434,30.526249,27.665217,36.100828,30.930461,37.841301,44.00703,49.265455,55.186109,54.927876,66.975631,70.39958,65.694211,54.956489,44.900748,39.102943
55,21,30,75,1700,200,67.46972529,8.538735,11.558469,17.768094,17.872538,32.155142,29.856697,31.003229,39.557845,37.443439,39.775372,46.072234,52.91371,56.11049,58.979116,68.699148,70.989249,67.922998,64.374577,55.280099,45.524852
56,18,30,30,1700,250,48.42300407,8.706396,11.747201,13.672999,13.803452,15.413595,16.75567,25.785029,27.928019,19.965826,25.910941,25.889606,32.811277,32.630999,42.663912,43.479719,41.548902,48.973754,56.584551,54.748804,53.138154
57,15,95,45,1900,250,44.3414239,-7.280393,-4.265918,-2.498959,-2.490332,-1.263261,-0.416387,0.56805,11.159914,26.64885,28.471338,32.907422,30.733861,35.810132,41.027538,44.262101,42.398259,41.841979,46.627378,45.374085,42.211932
58,24,10,75,2000,350,54.45078897,0.998098,3.708123,8.921039,4.517711,9.157495,12.169258,15.378286,22.805525,34.67288,35.108817,36.938115,39.703469,42.127887,43.560851,49.753083,60.04512,55.899688,50.902312,48.980521,49.378736
59,18,75,75,2000,200,63.36249975,9.895096,12.979199,14.909187,15.91089,28.687546,34.867221,34.521476,36.869004,30.344689,37.731606,41.373922,51.635915,50.932635,51.86112,66.485251,65.744016,59.654197,50.443639,40.391863,28.119052
60,18,85,30,2000,350,36.2525485,-6.379203,-3.359929,-1.584202,-1.556818,-0.26755,0.777446,2.40621,3.432501,13.631155,23.093934,23.625608,24.865663,26.003971,31.004839,32.196113,35.626421,38.094179,41.440086,37.790537,32.006006
61,21,0,75,1700,200,69.88967055,12.104695,18.195546,21.90717,30.520766,35.862248,32.729224,33.746306,44.016263,42.114484,42.702559,48.332596,56.475807,55.926468,57.096731,71.493748,73.562107,69.460387,67.389885,65.612783,64.874516
62,21,35,45,1700,250,51.13990168,6.803791,9.852637,11.582373,11.831581,13.06331,13.908509,16.806524,23.688498,26.737784,25.168147,31.532969,35.173426,39.589902,40.423393,47.715888,46.116407,47.34678,54.047337,58.452154,64.347837
63,18,10,60,1700,200,61.83415744,16.746408,17.825134,21.306473,20.646859,25.579995,25.012029,28.875412,33.980201,32.935518,37.885144,38.19597,41.143898,42.940205,55.360019,58.267094,64.91725,62.388701,65.088854,67.699509,67.146643
64,24,85,45,1900,200,45.61072469,-4.192776,-1.095611,0.85651,1.171113,2.95492,5.013873,19.762542,26.150698,25.143278,26.403419,29.486609,30.820245,35.370674,43.109648,46.478544,44.963716,44.790121,44.976146,42.817754,44.513719
65,18,20,75,1900,250,62.53563978,3.835978,6.474704,12.559389,8.23023,13.95746,18.07277,31.006192,38.484536,26.921501,33.285019,34.254163,39.776379,45.162337,49.383919,64.15779,66.274522,62.018045,63.460734,60.598296,55.394126
66,18,75,75,1900,250,57.48579044,-5.379473,-2.28354,-0.270706,0.052708,2.103152,5.284516,21.186096,36.537398,31.173959,35.886601,38.065628,40.082815,45.23859,48.682248,60.541571,59.039414,56.961911,50.440439,43.013266,34.368231
67,24,55,45,1700,350,52.13289911,5.415261,8.450758,10.071461,9.968604,19.532368,27.388472,22.616144,31.573135,31.356607,33.692294,33.188518,38.293246,45.291833,50.320537,52.636084,50.89294,51.635687,46.7725,41.476613,32.923685
68,21,30,45,1700,250,53.77661064,-0.311349,2.802755,4.308197,5.117384,6.174556,6.113693,11.258126,23.734656,26.576298,23.072252,29.135956,33.608134,38.256371,39.43749,48.729299,48.002626,51.140214,56.555143,63.976555,66.063129
69,24,20,60,1800,300,53.17327038,3.090659,4.945816,7.720424,7.297168,10.842483,10.664663,11.927462,18.02402,33.113293,34.120385,28.478025,25.261716,41.755578,40.448015,48.057081,56.85161,53.460541,56.063514,60.274261,57.0619
70,15,65,75,1900,200,63.4658096,1.334648,4.98883,7.775203,10.56413,29.454718,34.094621,36.175932,37.190182,31.59224,39.577856,44.356809,49.310448,56.77124,56.559426,62.415379,67.73873,62.816814,54.130441,46.884448,34.628127
71,18,65,30,1700,200,46.44003874,7.332546,10.570818,12.92458,14.434757,20.723066,22.437774,23.741118,19.711593,20.395313,28.877463,27.163899,29.747634,39.889524,44.55293,44.526286,44.348819,47.136468,50.408309,39.993315,29.771266
72,15,20,60,1800,200,60.70101695,8.781929,9.978696,13.62833,13.093171,18.533241,18.446177,25.404101,34.352862,30.465675,37.599119,35.950964,38.222341,44.765752,53.453792,56.704825,62.081105,59.136166,63.56386,66.19973,72.30073
73,15,45,45,1800,350,57.0047809,-4.922247,-2.017895,0.219671,4.938008,21.547127,32.171479,29.350286,32.303908,33.725794,33.145336,38.968596,40.072229,48.040814,53.14695,58.172423,54.161249,56.408421,58.400558,61.750779,53.38786
74,24,60,45,1900,250,45.75570215,1.05232,4.078137,5.85753,5.924968,7.225447,8.235645,10.013014,19.021839,23.908355,25.084994,32.024704,32.247182,39.833601,40.291391,44.849964,38.229066,44.185103,50.795017,50.104577,49.184285
75,21,50,75,2000,350,54.92892253,-21.3919,-17.252941,-13.585997,-11.036402,-7.159109,-3.901357,0.908193,8.274685,30.330345,33.218687,38.241115,42.90419,44.891678,49.118994,56.126935,57.143708,54.358183,51.722491,51.279771,46.218917
76,18,50,45,2000,200,51.2851673,-22.151628,-19.33292,-17.468553,-15.006062,-8.986933,-4.178028,22.486731,29.184479,28.101633,29.089409,36.664671,35.886173,40.539869,43.758903,51.33739,50.310732,52.051392,51.896244,56.587592,58.845193
77,15,15,45,1900,250,60.00441611,5.109856,7.915171,11.112741,8.639955,11.517431,16.290871,17.45221,26.321826,30.446187,28.213489,31.446442,26.207844,33.075145,43.1804,51.481468,47.877556,53.930979,59.832836,69.826209,74.763594
78,15,95,75,1800,300,55.61095416,7.126554,10.144606,11.917587,11.942121,13.215255,14.21211,15.705032,23.344377,31.590153,36.973188,39.931875,40.438558,43.325352,44.961835,57.276718,59.705271,52.084631,46.929618,39.366897,27.852542
79,18,45,60,1900,300,52.81154832,4.347424,7.372898,9.060579,9.016833,10.035515,10.868357,11.795302,10.104003,30.473732,37.278138,37.705428,39.042787,44.530597,48.482659,49.012149,55.312444,51.27078,49.939995,58.231022,56.381271
80,21,25,60,2000,300,54.64386159,-6.428307,-1.379885,-1.316085,-0.411769,-1.191665,3.610027,4.896588,13.488605,33.090144,34.196183,30.345527,27.289486,41.400321,42.611051,49.592408,57.842917,53.869636,57.247239,63.105091,60.2934
81,24,10,30,1800,350,40.8803884,-4.513728,-1.357669,-0.343675,0.110315,1.78247,3.636227,6.247724,12.305889,20.900784,22.586378,21.804258,25.463803,27.508427,32.037534,30.839146,36.89856,45.007589,47.067313,46.818707,49.28245
82,24,25,45,1900,300,49.83187953,-7.897723,-5.026299,-2.016085,-3.721807,-1.234197,3.084807,4.46545,8.210024,25.982846,23.918651,21.847683,24.504664,38.349073,37.667206,41.311739,49.306326,44.580889,51.797697,60.929764,59.697826
83,15,30,75,1700,250,63.63398143,16.364288,19.41417,20.879169,21.451449,22.263842,22.58795,27.580682,39.797238,35.098707,40.079678,43.458398,47.835591,49.763756,53.06693,64.852436,67.048636,65.036604,61.778909,58.909992,56.235363
84,24,35,60,1900,250,52.85768208,3.305649,6.701005,8.267606,8.590964,9.223173,11.29366,14.304757,29.514685,28.486169,30.626014,35.952841,39.796254,46.573667,43.742182,53.554946,53.970711,52.589197,52.834483,53.898852,52.978176
85,18,50,30,1700,200,49.14083887,4.289516,7.651882,10.34993,12.548446,19.389717,22.04144,24.492898,28.232261,26.727258,28.748849,32.522064,35.480019,39.849711,45.354346,49.134415,46.431302,48.667948,54.661675,46.638401,37.222851
86,15,5,60,2000,250,60.67009329,-1.701507,1.66903,7.074202,9.132793,17.728022,16.710274,15.006353,33.012398,34.987904,42.500919,43.164972,43.866809,47.605478,47.9837,56.47417,64.47882,60.023685,62.725265,65.838191,68.398695
87,15,35,75,1700,250,62.92928725,2.9644,5.988341,8.54012,7.566706,10.020887,13.149897,27.4603,38.99411,33.573287,40.393639,44.447465,47.846759,49.37053,55.606863,65.742875,63.998557,62.01344,61.654862,56.842862,53.873823
88,15,55,30,1900,300,43.00784678,-16.746571,-13.745764,-12.06531,-12.107126,-10.908623,-9.875499,-6.509617,16.850027,22.135112,26.72737,27.409295,29.690974,31.539696,38.65119,39.46735,40.977801,43.479812,49.918267,45.730405,42.902316
89,18,85,60,1800,350,58.95008767,5.908206,9.228652,11.794369,14.185028,27.951154,28.98306,24.036167,28.133704,32.197437,39.015815,39.428748,48.651148,50.831565,54.529982,59.402252,62.020955,53.734354,48.31068,44.72913,33.256285
90,21,50,75,1700,300,56.0325493,1.469756,4.500374,6.443209,6.345163,7.906205,9.382473,11.892578,28.970622,30.949376,33.992172,40.01204,43.952311,47.386061,48.210725,54.493569,59.899264,56.186797,56.526502,50.799961,45.136375
91,18,40,60,1700,200,57.68924802,-13.670745,-10.715264,-6.004174,-3.95469,-0.60606,0.158646,20.708156,33.227886,30.7231,40.40228,41.54781,44.58139,45.742849,52.335955,54.162228,58.527977,61.045251,60.821931,60.73364,60.156178
92,15,100,45,1800,350,50.46989139,-15.785615,-10.238122,-4.148292,1.532433,21.942102,30.4448,26.016496,32.637693,29.551278,29.916343,32.10454,37.337794,46.291301,48.357857,49.090778,48.017586,49.349527,48.964409,48.195445,36.531489
93,18,100,30,1700,200,44.66522315,0.401798,3.641903,6.051341,7.777838,14.974272,20.075857,19.403935,15.399673,19.752362,25.539627,27.988264,28.359586,38.021256,40.651694,47.009914,41.000119,41.899408,45.217399,36.281759,22.724823
94,21,30,45,1900,300,51.83630919,-21.969914,-18.861446,-12.041076,-15.673598,-12.591102,-3.796524,0.236128,5.688155,25.473457,24.859255,27.124098,29.23634,38.76901,39.671282,44.964601,48.377775,47.490912,53.210933,61.798235,64.75782
95,18,65,30,2000,350,39.96442268,-0.976861,2.041412,3.818794,3.844878,5.132401,6.163956,7.731081,8.577874,14.647514,24.062933,25.612214,27.280464,28.033524,36.336459,35.093449,34.926745,43.272225,46.170478,42.223345,39.296926
96,18,10,60,1900,300,57.83782621,12.811522,16.96988,17.884016,18.423579,17.636953,20.458028,22.236828,23.830116,36.280452,38.528288,38.787286,37.770563,43.12592,41.141821,53.498225,60.345179,54.529942,60.49969,65.698875,67.765218
97,21,85,30,1900,300,38.39291802,-21.697993,-18.762515,-17.145328,-17.413803,-16.659174,-16.929576,-20.857309,15.4212,18.659201,22.719834,20.882624,24.239467,26.146354,34.480109,35.428244,32.914334,39.655842,45.997563,39.157124,32.734053
98,24,5,75,1900,300,59.27399484,2.011176,4.671152,11.048887,6.157597,11.46873,14.641078,19.096246,35.831856,32.935316,34.889561,40.628133,42.203729,45.95579,40.907276,62.827743,61.320678,55.376597,54.154419,52.646601,46.435275
99,24,25,45,1900,200,51.70997229,-4.982006,-1.670344,2.015636,2.102847,7.993388,13.93821,24.359567,26.819118,21.635951,23.109787,32.801295,34.988038,34.908731,47.516846,50.560197,51.296444,51.687471,56.073044,57.673085,55.827933
100,21,10,45,1700,350,59.79354377,7.691339,9.891813,18.310441,17.199495,28.697271,31.867035,30.671377,32.710097,31.760485,31.924433,38.624982,43.755538,46.28413,52.091395,58.66458,57.751928,56.811272,60.928049,69.056513,68.932438
101,18,65,60,1800,250,52.12656424,-1.596005,1.497873,3.467973,3.78318,5.538048,7.373866,10.730927,23.538809,31.321464,38.481134,36.766501,36.235389,42.01367,46.027522,48.554734,56.098112,52.730348,52.028961,51.981404,47.634679
102,15,60,75,1800,300,58.29280272,-11.506688,-7.653969,-4.594821,-2.748722,0.471326,3.942595,9.199873,26.140278,32.714401,37.814879,41.595652,42.184691,45.078784,49.706808,59.644901,62.070368,57.969647,52.364188,49.181781,41.426796
103,21,100,60,1700,250,48.30147336,-16.03066,-13.216629,-11.850215,-12.493021,-12.09713,-11.740234,-6.772681,21.855518,28.421846,34.400758,29.465129,33.32638,38.738843,43.805071,48.626115,50.416741,47.3405,47.787756,43.323663,35.277211
104,18,75,75,1700,300,56.47072417,-11.824446,-8.966876,-7.491533,-8.074253,-7.514144,-6.695417,0.032211,24.299103,31.065622,36.349703,37.629196,38.956681,42.273531,48.015155,59.18865,59.682313,51.133745,49.889371,42.181108,32.557107
105,24,35,60,1800,300,51.13014454,-9.198815,-7.263057,-4.28745,-4.48841,-0.542177,-0.156998,2.531191,11.463043,31.188094,32.359462,31.592141,35.717592,44.846041,44.614105,47.916501,54.028488,49.88052,51.24774,55.930409,52.742206
106,18,90,75,1900,250,55.69071015,6.91291,9.944985,11.762038,11.847899,13.291583,14.816845,22.06568,37.470693,30.614642,33.253745,38.713633,40.790989,42.304437,48.834525,54.855075,60.745091,53.961493,47.187631,40.472965,30.801679
107,18,60,75,1700,300,56.67283088,8.513296,11.569005,13.424709,13.574962,15.067632,16.467188,18.857695,28.222447,32.152145,36.570926,39.347773,41.790815,44.672798,46.321552,57.306372,61.277135,55.222976,49.897894,47.106195,40.14955
108,18,60,30,1700,250,43.01525025,-8.901599,-5.487623,-2.87788,-1.612972,1.536402,5.877064,19.488905,27.048753,23.282983,23.383179,25.451198,30.1958,30.612915,37.709556,40.613091,40.203244,44.615128,50.198207,42.33917,38.865782
109,15,60,60,1700,350,61.92496177,12.531094,15.625323,17.526491,18.172549,29.179004,32.124064,29.350314,32.311764,32.559188,39.982944,43.184276,45.366643,53.401747,55.456606,60.140326,67.166918,59.137735,52.167528,51.910716,44.402046
110,21,70,45,1700,350,52.80404392,13.553204,16.66912,18.669348,19.020318,22.160103,30.896588,24.247317,27.179348,24.108983,29.288301,35.825029,37.212594,44.255257,52.550947,53.332598,48.617258,49.298665,52.831298,48.638436,39.095769
111,15,70,60,2000,250,54.69500653,-9.571224,-6.439726,-4.54269,-4.216235,-2.533621,-0.381523,4.028682,20.885711,31.670339,39.381728,38.278679,37.358003,43.038948,50.699326,52.58138,59.451285,49.924996,49.050359,52.488244,45.599347
112,24,60,30,2000,250,41.63916919,-8.027221,-4.743255,-2.421319,-1.505385,1.21511,5.127709,19.874253,24.867693,20.040528,24.382232,26.157195,31.78403,30.726697,36.970867,36.19746,39.037024,45.486106,47.323778,36.873491,36.327395
113,15,55,45,2000,300,48.60267982,1.294252,4.290157,6.015408,5.964934,7.121641,7.934298,9.067746,8.755592,21.262491,28.933977,34.686388,33.457363,38.875861,42.43093,46.620361,47.092394,49.096992,47.279344,56.7164,56.126227
114,15,85,60,1700,350,57.22298247,7.918773,11.193335,13.602383,15.521577,27.767107,28.892554,28.519407,31.833037,34.227065,37.45257,41.541768,46.566795,47.268735,52.108957,57.720066,60.552532,52.36053,51.066643,45.149199,35.585768
